ID,Name,Type,Creation date,employee number,wilaya,city,district
2081889555,de,franchised,2004-4-9,25,Chlef,Tenes,Sidi Akkacha
1457557460,Liberty,franchised,2004-6-2,61,Chlef,Tenes,Tenes
1792287083,Seattle,franchised,2007-8-4,77,Chlef,El Karimia,Beni  Bouattab
2059300552,Symphony,franchised,2002-4-26,150,Chlef,El Karimia,El Karimia
1606620561,Supper,franchised,2001-6-9,96,Chlef,El Karimia,Harchoun
1732898233,Vineyard,owned,2019-1-25,42,Chlef,Zeboudja,Bouzeghaia
1871763703,Vista,franchised,2012-3-7,50,Chlef,Taougrit,Taougrit
1115213300,Riverfront,franchised,2008-8-10,137,Chlef,Beni Haoua,Beni Haoua
1500267353,Repast,owned,2016-10-27,133,Chlef,Abou El Hassane,Abou El Hassane
1820964986,Le,owned,2014-7-12,89,Chlef,Beni Haoua,Oued Goussine
1609141381,Grand,franchised,2018-6-26,198,Chlef,Ouled Fares,Chettia
1152857163,Grill,franchised,2017-4-9,175,Chlef,El Marsa,Moussadek
1394876496,Chesapeake,franchised,2007-2-20,39,Chlef,Ouled Fares,Ouled Fares
1336668330,Chic,franchised,2010-6-11,75,Chlef,Boukadir,Boukadir
1873370739,Cuisine,owned,2015-2-16,47,Chlef,Boukadir,Oued Sly
1233866548,Cascade,owned,2013-7-7,188,Chlef,Boukadir,Sobha
1568377903,Café,franchised,2017-10-11,132,Chlef,Zeboudja,Benairia
1588032948,L'Américain,owned,2011-2-19,112,Chlef,Ouled Fares,Labiod Medjadja
1921797609,Aroma,owned,2018-4-5,63,Chlef,Taougrit,Dahra
2079732016,Palm,owned,2007-2-22,36,Laghouat,Gueltat Sidi Saad,El Beidha
1162360309,Beach,owned,2009-12-15,37,Laghouat,Gueltat Sidi Saad,Gueltat Sidi Saad
1239415677,Pantry,owned,2012-4-21,81,Laghouat,Brida,Brida
1128098109,La,franchised,2001-8-28,76,Laghouat,Gueltat Sidi Saad,Ain Sidi Ali
1449922057,Cuisine,franchised,2016-4-22,40,Laghouat,Ain Madhi,Tadjemout
1276747120,du,franchised,2006-9-18,123,Laghouat,Brida,Hadj Mechri
1537587862,Midwest,franchised,2012-5-25,116,Laghouat,Brida,Taouiala
1847279661,Soirée,owned,2011-11-14,102,Laghouat,El Ghicha,El Ghicha
1160265454,Kasbah,franchised,2003-11-10,121,Laghouat,Ain Madhi,Tadjrouna
1102011905,Kuisine,franchised,2006-6-27,139,Laghouat,Aflou,Sebgag
1335174363,Algiers,franchised,2012-5-19,142,Laghouat,Aflou,Sidi Bouzid
1169208559,Alcove,owned,2008-4-20,145,Laghouat,Oued Morra,Oued Morra
1036417813,Mzab,owned,2011-3-8,76,Laghouat,Laghouat,Laghouat
1645248175,Munchery,owned,2012-2-4,139,Laghouat,Oued Morra,Oued M'zi
1961495643,Bejaia,franchised,2014-1-12,186,Laghouat,Ksar El Hirane,Ksar El Hirane
1948234717,Boulangerie,owned,2007-6-26,84,Laghouat,Sidi Makhlouf,El Assafia
1251868736,Kabylie,owned,2005-7-17,125,Laghouat,Sidi Makhlouf,Sidi Makhlouf
1546910228,Korner,owned,2004-9-6,66,Laghouat,Hassi R'mel,Hassi Delaa
1672514772,Oran,owned,2004-6-15,209,Laghouat,Hassi R'mel,Hassi R'mel
1367082037,Oasis,franchised,2006-10-7,110,Laghouat,Ain Madhi,Ain Madhi
1047177582,Tassili,owned,2016-10-19,184,Laghouat,Ain Madhi,El Haouaita
1345996110,Terrace,owned,2005-10-23,149,Laghouat,Ain Madhi,Kheneg
1976223418,Constantine,franchised,2015-3-10,174,Laghouat,Ksar El Hirane,Benacer Benchohra
1052551097,Cafeteria,franchised,2019-1-13,136,Laghouat,Aflou,Aflou
1740872606,Ghardaia,owned,2019-3-22,25,Oum El Bouaghi,F'kirina,Fkirina
1165408100,Grains,owned,2009-12-14,155,Oum El Bouaghi,Ain Fekroun,El Fedjoudj Boughrara Sa
1925921836,Adrar,franchised,2007-6-18,65,Oum El Bouaghi,Ain Fekroun,Ain Fekroun
1974739154,Ambiance,franchised,2011-9-4,132,Oum El Bouaghi,Meskiana,Rahia
1733786004,Taghit,franchised,2019-6-21,64,Oum El Bouaghi,Meskiana,Meskiana
1366471136,Tastes,owned,2004-1-11,186,Oum El Bouaghi,Meskiana,El Belala
1749053115,Algiers,owned,2014-8-11,145,Oum El Bouaghi,Meskiana,Behir Chergui
1666034372,Array,franchised,2008-11-19,159,Oum El Bouaghi,Ksar Sbahi,Ksar Sbahi
1381347797,El,owned,2015-9-27,41,Oum El Bouaghi,Souk Naamane,Souk Naamane
1988468792,Djazair,owned,2002-1-6,208,Oum El Bouaghi,Souk Naamane,Ouled Zouai
1794132481,Delicacies,owned,2017-9-20,99,Oum El Bouaghi,Oum El Bouaghi,Oum El Bouaghi
1831269854,Timimoun,owned,2016-6-14,113,Oum El Bouaghi,Ain Babouche,Ain Babouche
1117732265,Tavern,franchised,2011-4-1,63,Oum El Bouaghi,Oum El Bouaghi,Ain Zitoun
1331720343,Kabylie,franchised,2011-10-1,116,Oum El Bouaghi,Souk Naamane,Bir Chouhada
1531065867,Kettle,franchised,2001-3-26,109,Oum El Bouaghi,Ain Beida,Ain Beida
1277997719,Annaba,franchised,2015-11-24,97,Oum El Bouaghi,Ain Beida,Berriche
1286248601,Artistry,owned,2002-10-20,69,Oum El Bouaghi,Ain Beida,Zorg
1866240230,Maghreb,owned,2005-7-24,151,Oum El Bouaghi,Ain M'lila,Ain M'lila
1447206278,Mingle,owned,2011-1-26,112,Oum El Bouaghi,Ain M'lila,Ouled Gacem
1322666414,M'Zab,franchised,2008-5-13,180,Oum El Bouaghi,Ain M'lila,Ouled Hamla
1364004758,Mosaics,owned,2011-2-14,47,Oum El Bouaghi,Sigus,El Amiria
1261218273,Tamanrasset,owned,2008-7-11,34,Oum El Bouaghi,Sigus,Sigus
1123417483,Treats,owned,2001-10-15,37,Oum El Bouaghi,F'kirina,Oued Nini
1615873494,Tassili,owned,2001-9-10,46,Oum El Bouaghi,Ain Babouche,Ain Diss
1808128502,Tavern,franchised,2015-8-10,96,Oum El Bouaghi,Dhalaa,Dhalaa
1795932255,Casbah,franchised,2019-10-23,211,Oum El Bouaghi,Dhalaa,El Djazia
1835471883,Charisma,franchised,2018-5-13,191,Oum El Bouaghi,Ain Kercha,Ain Kercha
1707822436,Ghardaia,franchised,2006-6-18,57,Oum El Bouaghi,Ain Kercha,El Harmilia
1141928365,Griddle,franchised,2009-5-23,119,Oum El Bouaghi,Ain Kercha,Hanchir Toumghani
1664211654,Ahaggar,franchised,2013-1-16,116,Batna,Ain Touta,Maafa
1760373533,Array,owned,2006-10-9,124,Batna,Ras El Aioun,Gosbat
1735317323,Setif,owned,2015-7-10,29,Batna,Timgad,Timgad
1829619754,Spicery,franchised,2006-10-21,90,Batna,Ouled Si Slimane,Taxlent
1538811721,Mzab,owned,2009-8-10,67,Batna,Ouled Si Slimane,Ouled Si Slimane
1562572829,Morsels,franchised,2005-2-26,122,Batna,Ouled Si Slimane,Lemcene
1563405758,Constantine,owned,2000-2-19,23,Batna,Ras El Aioun,Talkhamt
1905282857,Corner,owned,2015-8-12,77,Batna,Ras El Aioun,Ras El Aioun
1164142297,Bechar,franchised,2014-11-26,72,Batna,Ras El Aioun,Rahbat
1081956483,Bistro,franchised,2012-9-12,149,Batna,Ras El Aioun,Ouled Sellem
1139147006,Kabylie,franchised,2018-12-21,102,Batna,Ras El Aioun,Guigba
1005127441,Kiosk,owned,2016-8-20,216,Batna,Theniet El Abed,Teniet El Abed
1876088964,Algiers,franchised,2018-7-21,25,Batna,Batna,Batna
1970416860,Aromatique,franchised,2013-5-17,148,Batna,Batna,Fesdis
1122859706,Oasis,franchised,2019-10-5,106,Batna,Batna,Oued Chaaba
1060325660,Odyssey,owned,2002-11-28,107,Batna,Merouana,Hidoussa
1353999079,Tindouf,franchised,2010-5-22,60,Batna,Merouana,Ksar Bellezma
1400857425,Terrace,owned,2013-4-14,77,Batna,Merouana,Merouana
1346574261,Tebessa,owned,2018-6-11,92,Batna,Merouana,Oued El Ma
1072755661,Tableau,owned,2014-6-17,101,Batna,Seriana,Lazrou
1848063704,Tassili,franchised,2010-10-16,39,Batna,Seriana,Seriana
1669240675,Tasteful,owned,2010-7-1,115,Batna,Seriana,Zanet El Beida
1436760419,Tiaret,franchised,2005-9-2,64,Batna,Menaa,Menaa
1961798329,Temptations,owned,2000-6-16,116,Batna,Menaa,Tigharghar
1792658158,Maghreb,owned,2015-7-9,130,Batna,El Madher,Ain Yagout
2052633914,Medley,franchised,2012-11-11,160,Batna,El Madher,Boumia
1622443183,Saharan,franchised,2017-5-22,211,Batna,El Madher,Djerma
1441106765,Savorings,franchised,2013-5-10,119,Batna,El Madher,El Madher
1740622149,Annaba,franchised,2003-9-27,72,Batna,Tazoult,Ouyoun El Assafir
1330265619,Array,owned,2013-4-5,84,Batna,Tazoult,Tazoult
1583035130,El,owned,2006-1-28,83,Batna,N'gaous,Boumagueur
1404833803,Oued,owned,2001-6-14,77,Batna,N'gaous,N Gaous
2090639152,Epicure,franchised,2009-11-21,161,Batna,N'gaous,Sefiane
1170868805,Timimoun,owned,2002-7-9,193,Batna,Arris,Arris
1086969910,Tableau,franchised,2002-9-22,84,Batna,Arris,Tighanimine
1481967225,Kabylie,owned,2011-1-27,36,Batna,Ain Djasser,Ain Djasser
1733441634,Kettle,owned,2000-12-20,102,Batna,Ain Djasser,El Hassi
1650375668,Tlemcen,owned,2019-8-4,24,Batna,Seggana,Seggana
1239766434,Tasty,franchised,2003-1-2,70,Batna,Seggana,Tilatou
1897583931,Oasis,owned,2000-8-26,207,Batna,Ichemoul,Foum Toub
1732332151,Olio,owned,2004-1-15,164,Batna,Ichemoul,Ichemoul
1378913440,Algiers,franchised,2013-3-17,192,Batna,Ichemoul,Inoughissen
1902711373,Artisan,owned,2006-12-11,158,Batna,Bouzina,Bouzina
1460937468,Kasbah,franchised,2009-6-13,28,Batna,Bouzina,Larbaa
1201846652,Kaleidoscope,franchised,2006-2-11,177,Batna,Chemora,Boulhilat
1025571079,Tassili,franchised,2010-8-21,28,Batna,Chemora,Chemora
1521263128,Tablescape,owned,2019-7-24,43,Batna,Barika,Barika
1555845731,Oran,owned,2001-1-21,37,Batna,Barika,Bitam
1426428505,Oregano,owned,2015-12-12,141,Batna,Barika,M Doukal
1867837389,Tebessa,owned,2007-11-26,98,Batna,Djezzar,Azil Abedelkader
1628601393,Temptation,owned,2007-5-26,143,Batna,Djezzar,Djezzar
1127008561,Bejaia,franchised,2004-4-15,61,Batna,Djezzar,Ouled Ammar
1389594416,Banquet,franchised,2002-5-12,174,Batna,Tkout,Ghassira
1065361812,Setif,franchised,2007-11-21,109,Batna,Tkout,Kimmel
2088806890,Supper,franchised,2003-10-24,191,Batna,Tkout,T Kout
1034768926,Kabylie,owned,2008-9-18,128,Batna,Ain Touta,Ain Touta
1970512078,Kinara,owned,2010-6-23,105,Batna,Ain Touta,Beni Foudhala El Hakania
1563766426,Constantine,owned,2011-9-24,168,Batna,Timgad,Ouled Fadel
1475875691,Courtyard,franchised,2013-12-12,197,Batna,Ain Touta,Ouled Aouf
1711134228,Ghardaia,franchised,2011-6-21,184,Batna,Theniet El Abed,Chir
1894032045,Grains,franchised,2000-4-7,153,Batna,Theniet El Abed,Oued Taga
2058910821,Mzab,owned,2002-3-15,27,Béjaïa,Sidi Aich,Sidi Ayad
1968484383,Mingle,franchised,2000-10-1,94,Béjaïa,Barbacha,Barbacha
1837187550,Timimoun,franchised,2015-3-6,164,Béjaïa,Sidi Aich,Leflaye
1082295978,Tasting,owned,2013-12-17,185,Béjaïa,Barbacha,Kendira
1055454293,Annaba,owned,2002-2-19,85,Béjaïa,Sidi Aich,Sidi-Aich
1171671127,Ambrosia,franchised,2009-4-18,217,Béjaïa,Sidi Aich,Tifra
1815737612,Maghreb,franchised,2011-8-24,158,Béjaïa,Sidi Aich,Tinebdar
1558346314,Mosaic,owned,2008-11-27,59,Béjaïa,El Kseur,El Kseur
1411437562,Tamanrasset,franchised,2015-1-20,34,Béjaïa,El Kseur,Fenaia Il Maten
1713321544,Tidbits,owned,2008-3-10,218,Béjaïa,El Kseur,Toudja
1143194817,El,franchised,2004-9-17,218,Béjaïa,Kherrata,Dra El Caid
1790351002,Djazair,franchised,2012-12-11,163,Béjaïa,Kherrata,Kherrata
1468549269,Dining,owned,2004-11-6,205,Béjaïa,Bejaia,Bejaia
1604132285,Sahara,owned,2007-12-15,206,Béjaïa,Bejaia,Oued Ghir
1992197655,Soiree,owned,2006-6-25,39,Béjaïa,Beni Maouche,Benimaouche
1494120348,Kabylie,franchised,2005-5-12,43,Béjaïa,Amizour,Beni Djellil
1125395413,Kulinari,owned,2014-12-25,133,Béjaïa,Amizour,Feraoun
1548043386,Casbah,owned,2009-8-28,27,Béjaïa,Amizour,Smaoun
1773065205,Flavors,owned,2008-10-11,62,Béjaïa,Timezrit,Timezrit
1993232802,Algiers,owned,2001-1-18,72,Béjaïa,Souk El Tenine,Melbou
1029161131,Spice,franchised,2016-9-1,182,Béjaïa,Souk El Tenine,Souk El Tenine
1900073766,House,franchised,2019-2-21,65,Béjaïa,Souk El Tenine,Tamridjet
1235343570,Sahara,owned,2004-7-10,215,Béjaïa,Tichy,Boukhelifa
1094522944,Sizzle,franchised,2014-11-27,147,Béjaïa,Tichy,Tala Hamza
1841397009,Kabylie,franchised,2018-2-25,124,Béjaïa,Tichy,Tichy
1270112496,Kitchen,franchised,2012-2-21,198,Béjaïa,Ighil Ali,Ait R'zine
2065035022,Oasis,franchised,2009-3-24,39,Béjaïa,Ighil Ali,Ighil-Ali
1257679787,Bites,owned,2018-4-17,35,Béjaïa,Darguina,Ait-Smail
1745988187,Maghreb,franchised,2019-9-23,166,Béjaïa,Darguina,Darguina
1628685602,Delights,franchised,2013-9-15,52,Béjaïa,Darguina,Taskriout
1004228184,Tassili,owned,2001-9-28,141,Béjaïa,Aokas,Aokas
1657415360,Taste,owned,2006-7-22,37,Béjaïa,Aokas,Tizi-N'berber
1449686338,Berber,owned,2014-5-16,21,Béjaïa,Adekar,Adekar
1841415734,Feast,franchised,2011-6-15,52,Béjaïa,Adekar,Beni K'sila
1739711338,Constantine,franchised,2001-8-21,135,Béjaïa,Adekar,Taourit Ighil
1505140631,Cuisine,franchised,2010-10-18,202,Béjaïa,Akbou,Akbou
2013086862,Atlas,franchised,2005-6-27,187,Béjaïa,Akbou,Chellata
1555448951,Aromas,franchised,2017-5-14,67,Béjaïa,Akbou,Ighram
2063486945,Chergui,franchised,2009-12-10,203,Béjaïa,Akbou,Tamokra
1277040776,Grill,owned,2009-6-18,144,Béjaïa,Seddouk,Amalou
1121286847,Saharan,owned,2009-9-11,60,Béjaïa,Seddouk,Bouhamza
1059198115,Spice,franchised,2012-2-23,64,Béjaïa,Seddouk,M'cisna
1067391778,Route,franchised,2005-11-6,134,Béjaïa,Seddouk,Seddouk
1589836116,Oran,owned,2010-8-21,21,Béjaïa,Tazmalt,Beni-Mallikeche
1663330400,Fusion,franchised,2002-11-21,133,Béjaïa,Tazmalt,Boudjellil
2059589433,Souk,franchised,2010-3-11,155,Béjaïa,Tazmalt,Tazmalt
1936472816,Savors,owned,2002-7-1,33,Béjaïa,Chemini,Akfadou
1788725814,Tlemcen,owned,2011-5-14,201,Béjaïa,Chemini,Chemini
1460149172,Tastes,owned,2015-11-27,179,Béjaïa,Chemini,Souk Oufella
1709538022,Oasis,owned,2000-12-6,47,Béjaïa,Chemini,Tibane
1634474968,Ovens,owned,2006-8-8,117,Béjaïa,Ifri Ouzellaguene,Ouzellaguen
1489310303,Kabyle,franchised,2011-8-12,22,Béjaïa,Amizour,Amizour
1462128140,Kitchen,owned,2004-11-11,184,Biskra,Zeribet El Oued,El Feidh
1869818539,Desert,owned,2012-3-11,101,Biskra,Tolga,Lichana
1436349599,Bloom,franchised,2002-5-21,103,Biskra,Tolga,Bouchakroun
1156041501,Grill,franchised,2019-5-11,78,Biskra,Ourlal,Mekhadma
2139931035,Mediterranean,owned,2019-6-4,194,Biskra,Djemorah,Djemorah
1353900974,Morsels,owned,2017-6-5,36,Biskra,Djemorah,Branis
1413721288,El,franchised,2014-7-21,72,Biskra,El Outaya,El Outaya
1738435575,Djazair,owned,2012-12-23,178,Biskra,El Kantara,El Kantara
1982586576,Dining,owned,2000-11-9,166,Biskra,Zeribet El Oued,Khenguet Sidi Nadji
1417949473,Algiers,owned,2010-9-13,207,Biskra,El Kantara,Ain Zaatout
1395850935,Eatscape,franchised,2008-3-3,62,Biskra,Zeribet El Oued,Zeribet El Oued
1284789266,Chaoui,owned,2002-11-28,160,Biskra,Zeribet El Oued,Meziraa
1111881559,Charm,owned,2016-1-18,175,Biskra,Biskra,Biskra
2135562274,Maghrebi,franchised,2008-2-12,47,Biskra,Biskra,El Hadjab
1789929898,Munch,franchised,2010-12-17,77,Biskra,Ourlal,M'lili
1977484773,Tindouf,franchised,2002-2-17,62,Biskra,Foughala,Foughala
1543527577,Treats,owned,2006-6-18,77,Biskra,Foughala,El Ghrous
1705933195,Caspian,franchised,2005-9-4,169,Biskra,Tolga,Bordj Ben Azzouz
1254525549,Caravan,franchised,2017-11-1,188,Biskra,Ourlal,Ourlal
1517330776,Kabylie,owned,2011-8-11,202,Biskra,Ourlal,Oumache
1765131310,Kitchen,franchised,2014-8-24,197,Biskra,Sidi Okba,Ain Naga
1174433680,Tassili,owned,2013-2-21,178,Biskra,Sidi Okba,Chetma
2107166892,Tantalizers,franchised,2008-4-18,183,Biskra,Sidi Okba,El Haouch
1280978063,Bejaia,owned,2009-11-4,93,Biskra,Sidi Okba,Sidi Okba
1086539465,Bistro,franchised,2010-10-23,23,Biskra,Mechouneche,M'chouneche
1896156060,Timimoun,franchised,2009-3-21,79,Biskra,Ourlal,Lioua
2069703877,Table,owned,2019-7-5,118,Biskra,Tolga,Tolga
1546688637,Oasis,franchised,2012-7-28,92,Béchar,Bechar,Bechar
1458210434,Ovation,owned,2007-2-17,164,Béchar,Lahmar,Boukais
1556695197,Adrar,franchised,2003-1-17,205,Béchar,Lahmar,Lahmar
1888515293,Aromatics,franchised,2002-4-28,113,Béchar,Lahmar,Mogheul
1920338575,Ahaggar,owned,2012-10-4,96,Béchar,Kenadsa,Meridja
1279030088,Appetite,owned,2019-9-26,176,Béchar,Taghit,Taghit
1324864892,Tassili,franchised,2013-1-19,35,Béchar,Abadla,Abadla
1928896428,Tastes,owned,2010-12-15,93,Béchar,Abadla,Erg-Ferradj
1271477476,Kabylie,franchised,2019-6-4,138,Béchar,Abadla,Machraa-Houari-Boumediene
1678765866,Kitchenette,owned,2017-6-9,98,Béchar,Beni Ounif,Beni-Ounif
1195134069,Ghardaia,owned,2019-11-17,48,Béchar,Tabelbala,Tabelbala
2009913051,Gastronomy,owned,2015-2-1,123,Béchar,Kenadsa,Kenadsa
1513868795,El,owned,2018-2-19,79,Blida,Ouled Yaich,Beni Mered
1613083542,Oued,owned,2011-6-19,188,Blida,Bougara,Ouled Slama
1258280338,Oasis,franchised,2012-8-8,170,Blida,Mouzaia,Mouzaia
1798658061,Tiaret,owned,2003-8-8,128,Blida,Bougara,Hammam Elouane
1577481453,Tastings,franchised,2003-9-19,161,Blida,Bougara,Bougara
1246358964,Tamanrasset,franchised,2018-10-15,37,Blida,Larbaa,Souhane
1441104311,Tableau,owned,2014-4-21,70,Blida,Larbaa,Larbaa
1554966227,Annaba,owned,2012-6-11,98,Blida,Boufarik,Soumaa
1642402893,Aromas,franchised,2013-10-20,127,Blida,Boufarik,Guerrouaou
1999553859,Saharan,franchised,2006-7-8,110,Blida,Boufarik,Boufarik
1662008128,Savor,franchised,2011-1-9,67,Blida,Meftah,Meftah
1159733669,Liberty,owned,2011-6-5,155,Blida,Mouzaia,Chiffa
1617201521,Bistro,owned,2009-12-25,118,Blida,Mouzaia,Ain Romana
1836441808,Parisian,owned,2011-9-13,168,Blida,El Affroun,Oued  Djer
1119416913,Palate,owned,2019-12-21,173,Blida,El Affroun,El-Affroun
1898179584,Brooklyn,owned,2001-1-4,85,Blida,Ouled Yaich,Ouled Yaich
1922981274,Brasserie,franchised,2003-10-17,211,Blida,Ouled Yaich,Chrea
2015572974,L'Aventure,franchised,2018-5-6,153,Blida,Meftah,Djebabra
1820399813,Grille,franchised,2014-10-18,114,Blida,Oued El Alleug,Oued El Alleug
1322186263,Urban,franchised,2011-7-17,27,Blida,Oued El Alleug,Benkhelil
1326299760,Eats,owned,2013-5-11,185,Blida,Oued El Alleug,Beni-Tamou
1229611363,Collective,franchised,2006-9-1,89,Blida,Bouinan,Chebli
1210701556,Avenue,owned,2003-2-18,52,Blida,Bouinan,Bouinan
1099154687,Culinaire,owned,2012-7-5,43,Blida,Blida,Bouarfa
1508641451,Blue,franchised,2016-5-24,198,Blida,Blida,Blida
1388082801,Ridge,owned,2005-3-12,134,Bouira,Ain Bessem,Ain Laloui
1028051116,Bites,owned,2014-1-12,89,Bouira,Bordj Okhriss,Hadjera Zerga
1632635279,La,owned,2014-6-20,185,Bouira,Bordj Okhriss,Mezdour
2066848667,Maison,owned,2011-7-1,184,Bouira,Bordj Okhriss,Taguedite
1223185185,Fusion,franchised,2013-9-4,140,Bouira,Sour El Ghozlane,Ridane
1495064682,Coastal,franchised,2011-4-1,180,Bouira,Sour El Ghozlane,Maamora
1433233814,Cuisines,franchised,2004-12-15,191,Bouira,Sour El Ghozlane,El-Hakimia
1688785079,Co.,franchised,2014-11-23,92,Bouira,Bechloul,Ahl El Ksar
1753345021,Seine,franchised,2016-8-1,98,Bouira,Sour El Ghozlane,Dirah
1084408228,River,franchised,2015-4-3,109,Bouira,Sour El Ghozlane,Dechmia
1266266532,Grill,franchised,2015-10-27,191,Bouira,Bechloul,Bechloul
1852220337,Big,franchised,2008-12-12,114,Bouira,M'chedallah,Ath Mansour
1378028891,Apple,franchised,2002-9-15,154,Bouira,M'chedallah,Saharidj
1673749111,Bistro,franchised,2002-1-1,210,Bouira,Bechloul,El Adjiba
1494623231,Provence,owned,2019-7-26,38,Bouira,Bechloul,El Asnam
1377582750,Pantry,owned,2011-5-21,48,Bouira,M'chedallah,M Chedallah
1335757240,Pacific,owned,2003-11-23,134,Bouira,Bordj Okhriss,Bordj Okhriss
1506873252,Plate,owned,2005-2-1,28,Bouira,Sour El Ghozlane,Sour El Ghozlane
1994784272,Hub,franchised,2012-7-18,67,Bouira,M'chedallah,Hanif
1024715400,Manhattan,owned,2004-8-24,169,Bouira,M'chedallah,Chorfa
1626290166,Mingle,franchised,2007-12-21,124,Bouira,Bechloul,Ouled Rached
1745480208,Rive,franchised,2017-5-17,131,Bouira,Ain Bessem,Ain El Hadjar
1947696674,Gauche,owned,2003-3-4,210,Bouira,M'chedallah,Aghbalou
1494379492,Repas,owned,2013-11-18,70,Bouira,Bir Ghbalou,Raouraoua
1565880022,Heartland,franchised,2009-12-5,28,Bouira,Bir Ghbalou,El Khabouzia
1269882938,Harvest,franchised,2006-9-11,138,Bouira,Bir Ghbalou,Bir Ghbalou
1820679252,Elysian,franchised,2016-4-25,127,Bouira,Bouira,Bouira
1795491385,Eatery,franchised,2003-12-2,95,Bouira,Bouira,Ain Turk
1333100846,American,franchised,2013-7-17,95,Bouira,Bouira,Ait Laaziz
1919833940,Heritage,franchised,2015-9-14,94,Bouira,Ain Bessem,Ain-Bessem
1156649188,Bistro,owned,2006-7-19,28,Bouira,Souk El Khemis,El-Mokrani
1721183647,Côte,franchised,2003-3-14,155,Bouira,Souk El Khemis,Souk El Khemis
1800401408,d'Azur,owned,2011-8-5,209,Bouira,Kadiria,Aomar
1789284468,Café,franchised,2014-11-11,114,Bouira,Kadiria,Djebahia
1640548667,Maplewood,franchised,2008-3-22,182,Bouira,El Hachimia,El Hachimia
2023586593,Tavern,franchised,2013-12-22,168,Bouira,Haizer,Haizer
1136865502,Montmartre,franchised,2016-4-8,109,Bouira,Haizer,Taghzout
2073782481,Morsels,franchised,2017-3-28,118,Bouira,Lakhdaria,Bouderbala
1564888024,Stars,owned,2005-3-18,81,Bouira,Lakhdaria,Boukram
1890210523,and,franchised,2010-8-13,219,Bouira,Lakhdaria,Guerrouma
1010707061,Stripes,franchised,2003-5-4,95,Bouira,Lakhdaria,Lakhdaria
1831154556,Boulangerie,franchised,2014-5-13,209,Bouira,Lakhdaria,Maala
1594947213,French,franchised,2008-2-13,48,Bouira,Kadiria,Kadiria
1388735953,Quarter,owned,2005-8-20,172,Bouira,Lakhdaria,Z'barbar (El Isseri )
1357420020,Fare,franchised,2015-2-8,188,Bouira,El Hachimia,Oued El Berdi
2089570444,Heritage,owned,2018-10-24,117,Tamanrasset,Tazrouk,Tazrouk
1618835055,Hues,owned,2000-9-4,191,Tamanrasset,Silet,Abelsa
1693177260,Kitchen,owned,2008-12-20,166,Tamanrasset,Tamanrasset,Tamanrasset
1448960048,SoHo,franchised,2014-3-10,157,Tamanrasset,Tamanrasset,Ain Amguel
1466135679,Supper,owned,2013-9-13,145,Tamanrasset,Tazrouk,Idles
1717892660,Club,owned,2018-5-3,161,Tébessa,El Malabiod,El-Houidjbet
2075250214,L'Américain,franchised,2014-1-21,142,Tébessa,El Aouinet,El-Aouinet
1211615888,Affair,franchised,2002-7-19,206,Tébessa,Negrine,Ferkane
1518105687,Appalachian,franchised,2008-11-19,22,Tébessa,Negrine,Negrine
1422146058,Aromas,owned,2014-5-10,203,Tébessa,Bir Mokadem,Bir Mokkadem
1630012262,Champs-Élysées,franchised,2002-1-9,45,Tébessa,Morsott,Bir Dheheb
1787988625,Eats,franchised,2002-8-15,148,Tébessa,Oum Ali,Saf Saf El Ouesra
1095341663,Hudson,owned,2017-6-28,149,Tébessa,Bir Mokadem,Guorriguer
1278019999,Valley,franchised,2005-12-27,128,Tébessa,El Kouif,Bekkaria
2121089471,Haven,franchised,2015-3-15,147,Tébessa,El Kouif,Boulhaf Dyr
1867691955,La,franchised,2017-5-8,197,Tébessa,Oum Ali,Oum Ali
1434669187,Belle,owned,2004-2-7,140,Tébessa,El Aouinet,Boukhadra
1694789471,Brasserie,owned,2001-12-22,139,Tébessa,El Malabiod,El Malabiod
1668093363,Broadway,franchised,2012-3-3,187,Tébessa,Ouenza,Ouenza
1076470007,Bites,franchised,2014-10-17,97,Tébessa,Ouenza,El Meridj
1335338138,Normandy,owned,2012-5-17,47,Tébessa,Ouenza,Ain Zerga
1544196308,Nosh,franchised,2011-12-10,194,Tébessa,El Ogla,Stah Guentis
1213335510,Urban,owned,2002-6-8,99,Tébessa,El Ogla,El Ogla
1261636971,Pioneer,franchised,2004-10-5,174,Tébessa,El Ogla,El Mezeraa
2109084332,Palate,owned,2003-5-5,108,Tébessa,El Ogla,Bedjene
1956062385,Versailles,franchised,2016-9-27,205,Tébessa,Morsott,Morsott
1124860385,Vista,owned,2014-6-27,83,Tébessa,Cheria,Telidjen
1792755240,Niagara,owned,2019-5-26,32,Tébessa,Cheria,Cheria
1551009598,Noshery,franchised,2012-1-21,74,Tébessa,Bir El Ater,El Ogla El Malha
1513596338,French,franchised,2016-7-2,174,Tébessa,Bir El Ater,Bir-El-Ater
1002691612,Riviera,owned,2016-3-6,60,Tébessa,Tebessa,Tebessa
1493096394,Rendezvous,owned,2011-7-24,88,Tébessa,Bir Mokadem,Hammamet
2132431393,Rocky,franchised,2016-11-2,135,Tébessa,El Kouif,El Kouif
1695868872,Mountain,franchised,2006-5-22,36,Tlemcen,Bab El Assa,Bab El Assa
1942056443,Repast,owned,2008-9-10,29,Tlemcen,Mansourah,Terny Beni Hediel
1451083425,Belleville,owned,2009-3-5,136,Tlemcen,Mansourah,Mansourah
1266277885,Bistro,owned,2014-6-18,178,Tlemcen,Mansourah,Beni Mester
